survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,age_group,age_zscore,fare_zscore
0,1,male,36.0,1,0,78.85,S,First,man,True,no,False,Adult,0.5098749792230219,0.938671235779283
1,1,female,21.0,2,2,262.375,C,First,woman,False,yes,False,Young Adult,-0.6422256047862709,4.631815484039331
0,3,male,24.0,1,0,16.1,S,Third,man,True,no,False,Young Adult,-0.4118054879844123,-0.32407117848753597
1,3,male,31.0,0,0,7.925,S,Third,man,True,yes,True,Young Adult,0.12584145121992435,-0.48857985158126105
0,1,male,70.0,1,1,71.0,S,First,man,True,no,False,Senior,3.1213029696440855,0.7807026628391313
0,3,male,16.0,1,1,20.25,S,Third,man,True,no,False,Teen,-1.0262591327893684,-0.24055913037267862
1,2,female,30.0,0,0,13.0,S,Second,woman,False,yes,True,Young Adult,0.04903474561930482,-0.38645367226008004
0,1,male,19.0,1,0,53.1,S,First,man,True,no,False,Young Adult,-0.79583901598751,0.4204940697654092
0,3,male,31.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,0.12584145121992435,-0.49210144397164657
1,2,female,4.0,1,1,23.0,S,Second,child,False,yes,False,Child,-1.9479395999968028,-0.18521982138090567
1,3,male,6.0,0,1,12.475,S,Third,child,False,yes,False,Child,-1.7943261887955637,-0.39701844943123665
0,3,male,33.0,0,0,9.5,S,Third,man,True,no,True,Young Adult,0.27945486242116335,-0.4568855200677911
0,3,male,23.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.48861219358503183,-0.4891674544258282
1,2,female,48.0,1,2,65.0,S,Second,woman,False,yes,False,Adult,1.431555446430456,0.6599623523116267
1,2,male,0.67,1,1,14.5,S,Second,child,False,yes,False,Child,-2.2037059296468655,-0.35626859462820387
0,3,male,28.0,0,0,7.7958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49117979293462
0,2,male,18.0,0,0,11.5,S,Second,man,True,no,True,Teen,-0.8726457215881294,-0.4166387498919562
0,3,male,34.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,0.3562615680217829,-0.48606442844527137
1,1,female,33.0,0,0,86.5,S,First,woman,False,yes,True,Young Adult,0.27945486242116335,1.0926151317018515
0,3,male,28.0,0,0,14.5,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.35626859462820387
0,3,male,41.0,0,0,7.125,S,Third,man,True,no,True,Adult,0.8939085072261196,-0.504678559651595
1,3,male,20.0,0,0,7.2292,C,Third,man,True,yes,True,Young Adult,-0.7190323103868904,-0.502581702925434
1,1,female,36.0,1,2,120.0,S,First,woman,False,yes,False,Adult,0.5098749792230219,1.7667485321470857
0,3,male,16.0,0,0,7.775,S,Third,man,True,no,True,Teen,-1.0262591327893684,-0.4915983593444487
1,1,female,51.0,1,0,77.9583,S,First,woman,False,yes,False,Adult,1.6619755632323148,0.9207272132963871
0,1,male,28.0,0,0,39.6,C,First,man,True,no,True,Young Adult,-0.10457866558193422,0.1488283710785238
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,no,True,Young Adult,0.08743809841961457,-0.49210144397164657
0,3,male,28.0,1,0,24.15,Q,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.16207792852980066
0,3,male,32.0,0,0,8.3625,S,Third,man,True,no,True,Young Adult,0.20264815682054385,-0.47977587060529714
0,3,male,24.0,0,0,9.5,S,Third,man,True,no,True,Young Adult,-0.4118054879844123,-0.4568855200677911
0,3,male,48.0,0,0,7.8542,S,Third,man,True,no,True,Adult,1.431555446430456,-0.4900045872454856
0,2,female,57.0,0,0,10.5,S,Second,woman,False,no,True,Adult,2.122815796836032,-0.43676213497987365
0,3,male,28.0,0,0,7.225,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5026662211428032
1,2,female,54.0,1,3,23.0,S,Second,woman,False,yes,False,Adult,1.8923956800341732,-0.18521982138090567
0,3,male,18.0,0,0,7.75,S,Third,man,True,no,True,Teen,-0.8726457215881294,-0.49210144397164657
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,3,female,5.0,0,0,12.475,S,Third,child,False,yes,True,Child,-1.8711328943961831,-0.39701844943123665
0,3,male,28.0,0,0,7.7375,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49235298628524554
1,1,female,43.0,0,1,211.3375,S,First,woman,False,yes,False,Adult,1.0475219184273585,3.6047682176147444
1,3,female,13.0,0,0,7.2292,C,Third,child,False,yes,True,Teen,-1.2566792495912271,-0.502581702925434
1,1,female,17.0,1,0,57.0,S,First,woman,False,yes,False,Teen,-0.9494524271887489,0.4989752716082872
0,1,male,29.0,0,0,30.0,S,First,man,True,no,True,Young Adult,-0.027771959981314702,-0.04435612576548362
0,3,male,28.0,1,2,23.45,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.17616429809134285
0,3,male,25.0,0,0,7.05,S,Third,man,True,no,True,Young Adult,-0.33499878238379277,-0.5061878135331888
0,3,male,25.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,-0.33499878238379277,-0.5021631365156053
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,yes,True,Teen,-0.8726457215881294,-0.4972168084609952
0,3,male,8.0,4,1,29.125,Q,Third,child,False,no,False,Child,-1.6407127775943247,-0.061964087717411374
1,3,male,1.0,1,2,20.575,S,Third,child,False,yes,False,Child,-2.1783597167986612,-0.23401903021910547
0,1,male,46.0,0,0,79.2,C,First,man,True,no,True,Adult,1.2779420352292172,0.9457144205600544
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
0,2,male,16.0,0,0,26.0,S,Second,man,True,no,True,Teen,-1.0262591327893684,-0.12484966611715337
0,3,female,28.0,8,2,69.55,S,Third,woman,False,no,False,Young Adult,-0.10457866558193422,0.751523754461651
0,1,male,28.0,0,0,30.6958,C,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.03035427442131069
0,3,male,25.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.33499878238379277,-0.4891674544258282
0,2,male,39.0,0,0,13.0,S,Second,man,True,no,True,Adult,0.7402950960248805,-0.38645367226008004
1,1,female,49.0,0,0,25.9292,S,First,woman,False,yes,True,Adult,1.5083621520310757,-0.1262744017813779
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,yes,True,Young Adult,0.12584145121992435,-0.47332028866909326
0,3,male,30.0,0,0,7.2292,C,Third,man,True,no,True,Young Adult,0.04903474561930482,-0.502581702925434
0,3,female,30.0,1,1,24.15,S,Third,woman,False,no,False,Young Adult,0.04903474561930482,-0.16207792852980066
0,2,male,34.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,0.3562615680217829,-0.38645367226008004
1,2,female,31.0,1,1,26.25,S,Second,woman,False,yes,False,Young Adult,0.12584145121992435,-0.11981881984517401
1,1,male,11.0,1,2,120.0,S,First,child,False,yes,False,Child,-1.410292660792466,1.7667485321470857
1,3,male,0.42,0,1,8.5167,C,Third,child,False,yes,False,Child,-2.2229076060470203,-0.4766728446247403
1,3,male,27.0,0,0,6.975,S,Third,man,True,yes,True,Young Adult,-0.18138537118255374,-0.5076970674147826
0,3,male,31.0,0,0,7.775,S,Third,man,True,no,True,Young Adult,0.12584145121992435,-0.4915983593444487
0,1,male,39.0,0,0,0.0,S,First,man,True,no,True,Adult,0.7402950960248805,-0.6480576784030068
0,3,female,18.0,0,0,7.775,S,Third,woman,False,no,True,Teen,-0.8726457215881294,-0.4915983593444487
0,2,male,39.0,0,0,13.0,S,Second,man,True,no,True,Adult,0.7402950960248805,-0.38645367226008004
1,1,female,33.0,1,0,53.1,S,First,woman,False,yes,False,Young Adult,0.27945486242116335,0.4204940697654092
0,3,male,26.0,0,0,7.8875,S,Third,man,True,no,True,Young Adult,-0.25819207678317324,-0.48933447852205797
0,3,male,39.0,0,0,24.15,S,Third,man,True,no,True,Adult,0.7402950960248805,-0.16207792852980066
0,2,male,35.0,0,0,10.5,S,Second,man,True,no,True,Young Adult,0.4330682736224024,-0.43676213497987365
0,3,female,6.0,4,2,31.275,S,Third,child,False,no,False,Child,-1.7943261887955637,-0.01869880977838891
0,3,male,30.5,0,0,8.05,S,Third,man,True,no,True,Young Adult,0.08743809841961457,-0.48606442844527137
0,1,male,28.0,0,0,0.0,S,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,3,female,23.0,0,0,7.925,S,Third,woman,False,no,True,Young Adult,-0.48861219358503183,-0.48857985158126105
0,2,male,31.0,1,1,37.0042,C,Second,man,True,no,False,Young Adult,0.12584145121992435,0.09659208806730764
0,3,male,43.0,0,0,6.45,S,Third,man,True,no,True,Adult,1.0475219184273585,-0.5182618445859393
0,3,male,10.0,3,2,27.9,S,Third,child,False,no,False,Child,-1.4870993663930856,-0.08661523445011025
1,1,female,52.0,1,1,93.5,S,First,woman,False,yes,False,Adult,1.7387822688329342,1.2334788273172737
1,3,male,27.0,0,0,8.6625,S,Third,man,True,yes,True,Young Adult,-0.18138537118255374,-0.4737388550789219
0,1,male,38.0,0,0,0.0,S,First,man,True,no,True,Adult,0.663488390424261,-0.6480576784030068
1,3,female,27.0,0,1,12.475,S,Third,woman,False,yes,False,Young Adult,-0.18138537118255374,-0.39701844943123665
0,3,male,2.0,4,1,39.6875,S,Third,child,False,no,False,Child,-2.1015530111980416,0.15058916727371655
0,3,male,28.0,0,0,6.95,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5082001520419805
0,3,male,28.0,0,0,56.4958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,0.48882906084695926
1,2,male,1.0,0,2,37.0042,C,Second,child,False,yes,False,Child,-2.1783597167986612,0.09659208806730764
1,3,male,28.0,0,0,7.75,Q,Third,man,True,yes,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,1,female,62.0,0,0,80.0,S,First,woman,False,yes,True,Senior,2.5068493248391293,0.9618131286303883
1,3,female,15.0,1,0,14.4542,C,Third,child,False,yes,False,Teen,-1.103065838389988,-0.3571902456652305
1,2,male,0.83,1,1,18.75,S,Second,child,False,yes,False,Child,-2.1914168567507666,-0.2707442080045548
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.502581702925434
0,3,male,23.0,0,0,7.8542,S,Third,man,True,no,True,Young Adult,-0.48861219358503183,-0.4900045872454856
0,3,male,18.0,0,0,8.3,S,Third,man,True,no,True,Teen,-0.8726457215881294,-0.481033582173292
1,1,female,39.0,1,1,83.1583,C,First,woman,False,yes,False,Adult,0.7402950960248805,1.0253688157535579
0,3,male,21.0,0,0,8.6625,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.4737388550789219
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
1,3,male,32.0,0,0,56.4958,S,Third,man,True,yes,True,Young Adult,0.20264815682054385,0.48882906084695926
1,1,male,28.0,0,0,29.7,C,First,man,True,yes,True,Young Adult,-0.10457866558193422,-0.05039314129185886
0,3,male,20.0,0,0,7.925,S,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.48857985158126105
0,2,male,16.0,0,0,10.5,S,Second,man,True,no,True,Teen,-1.0262591327893684,-0.43676213497987365
1,1,female,30.0,0,0,31.0,C,First,woman,False,yes,True,Young Adult,0.04903474561930482,-0.024232740677566176
0,3,male,34.5,0,0,6.4375,C,Third,man,True,no,True,Young Adult,0.39466492082209265,-0.5185133868995382
0,3,male,17.0,0,0,8.6625,S,Third,man,True,no,True,Teen,-0.9494524271887489,-0.4737388550789219
0,3,male,42.0,0,0,7.55,S,Third,man,True,no,True,Adult,0.970715212826739,-0.4961261209892301
0,3,male,28.0,8,2,69.55,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,0.751523754461651
0,3,male,35.0,0,0,7.8958,C,Third,man,True,no,True,Young Adult,0.4330682736224024,-0.4891674544258282
0,2,male,28.0,0,1,33.0,S,Second,man,True,no,False,Young Adult,-0.10457866558193422,0.016014029498268696
1,1,female,28.0,1,0,89.1042,C,First,woman,False,yes,False,Young Adult,-0.10457866558193422,1.1450204511478064
0,3,male,4.0,4,2,31.275,S,Third,child,False,no,False,Child,-1.9479395999968028,-0.01869880977838891
0,3,male,74.0,0,0,7.775,S,Third,man,True,no,True,Senior,3.4285297920465636,-0.4915983593444487
0,3,female,9.0,1,1,15.2458,C,Third,child,False,no,False,Child,-1.563906071993705,-0.34126057402963506
1,1,female,16.0,0,1,39.4,S,First,woman,False,yes,False,Teen,-1.0262591327893684,0.14480369406094026
0,2,female,44.0,1,0,26.0,S,Second,woman,False,no,False,Adult,1.1243286240279782,-0.12484966611715337
1,3,female,18.0,0,1,9.35,S,Third,woman,False,yes,False,Teen,-0.8726457215881294,-0.45990402783097867
1,1,female,45.0,1,1,164.8667,S,First,woman,False,yes,False,Adult,1.2011353296285976,2.669618413871151
1,1,male,51.0,0,0,26.55,S,First,man,True,yes,True,Adult,1.6619755632323148,-0.11378180431879875
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,yes,False,Young Adult,-0.4118054879844123,-0.26051549136436636
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.502581702925434
0,3,male,41.0,2,0,14.1083,S,Third,man,True,no,False,Adult,0.8939085072261196,-0.36415092456714115
0,2,male,21.0,1,0,11.5,S,Second,man,True,no,False,Young Adult,-0.6422256047862709,-0.4166387498919562
1,1,female,48.0,0,0,25.9292,S,First,woman,False,yes,True,Adult,1.431555446430456,-0.1262744017813779
0,3,female,28.0,8,2,69.55,S,Third,woman,False,no,False,Young Adult,-0.10457866558193422,0.751523754461651
0,2,male,24.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.4118054879844123,-0.38645367226008004
1,2,female,42.0,0,0,13.0,S,Second,woman,False,yes,True,Adult,0.970715212826739,-0.38645367226008004
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,yes,False,Young Adult,-0.18138537118255374,-0.3691817708391205
0,1,male,31.0,0,0,50.4958,S,First,man,True,no,True,Young Adult,0.12584145121992435,0.36808875031945465
0,3,male,28.0,0,0,9.5,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4568855200677911
1,3,male,4.0,1,1,11.1333,S,Third,child,False,yes,False,Child,-1.9479395999968028,-0.42401799520369554
0,3,male,26.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.25819207678317324,-0.4891674544258282
1,1,female,47.0,1,1,52.5542,S,First,woman,False,yes,False,Adult,1.3547487408298367,0.40951072618442386
0,1,male,33.0,0,0,5.0,S,First,man,True,no,True,Young Adult,0.27945486242116335,-0.5474407529634195
0,3,male,47.0,0,0,9.0,S,Third,man,True,no,True,Adult,1.3547487408298367,-0.4669472126117498
1,2,female,28.0,1,0,24.0,C,Second,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.16509643629298823
1,3,female,15.0,0,0,7.225,C,Third,child,False,yes,True,Teen,-1.103065838389988,-0.5026662211428032
0,3,male,20.0,0,0,9.8458,S,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.4499268535043892
0,3,male,19.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.4891674544258282
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
1,1,female,56.0,0,1,83.1583,C,First,woman,False,yes,False,Adult,2.0460090912354123,1.0253688157535579
1,2,female,25.0,0,1,26.0,S,Second,woman,False,yes,False,Young Adult,-0.33499878238379277,-0.12484966611715337
0,3,male,33.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,0.27945486242116335,-0.4891674544258282
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,no,True,Young Adult,-0.5654188991856514,-0.4364260744489054
0,2,male,28.0,0,0,10.5,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.43676213497987365
0,3,male,25.0,0,0,7.05,S,Third,man,True,no,True,Young Adult,-0.33499878238379277,-0.5061878135331888
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,no,False,Adult,0.7402950960248805,-0.061964087717411374
0,2,male,27.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.18138537118255374,-0.38645367226008004
1,1,female,19.0,0,0,30.0,S,First,woman,False,yes,True,Young Adult,-0.79583901598751,-0.04435612576548362
0,3,female,28.0,1,2,23.45,S,Third,woman,False,no,False,Young Adult,-0.10457866558193422,-0.17616429809134285
1,1,male,26.0,0,0,30.0,C,First,man,True,yes,True,Young Adult,-0.25819207678317324,-0.04435612576548362
0,3,male,32.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,0.20264815682054385,-0.49210144397164657
